Brand,Km_Driven,Fuel,Owner,Selling_Price
TATA,85728,LPG,Third Owner,158432
Jaguar,143868,LPG,First Owner,168727
Honda,169186,Petrol,Forth & Above Owner,449839
Mahindra,69673,CNG,Forth & Above Owner,120681
Hyundai,76346,Petrol,First Owner,170440
Mahindra,198124,Diesel,First Owner,261348
Kia,8218,CNG,Third Owner,326756
Audi,70194,LPG,Forth & Above Owner,190965
Mahindra,100544,Diesel,Second Owner,383144
Mercedes,137595,CNG,First Owner,194724
Fiat,49679,CNG,Second Owner,138681
Jaguar,58252,Diesel,Forth & Above Owner,434728
Toyota,193516,LPG,Third Owner,304471
BMW,10738,Diesel,Second Owner,190634
Audi,169364,LPG,Third Owner,290045
BMW,9309,LPG,Forth & Above Owner,306661
Audi,9637,LPG,Third Owner,440842
Audi,139042,LPG,Third Owner,439511
Jeep,53165,CNG,Third Owner,118190
Toyota,139190,LPG,Second Owner,267107
Jaguar,164133,CNG,First Owner,116610
Mahindra,106281,Diesel,Forth & Above Owner,421913
Toyota,74199,CNG,Third Owner,281830
Volkswagen,48513,LPG,Second Owner,472465
Fiat,170704,LPG,First Owner,367991
Honda,52080,Petrol,Forth & Above Owner,378049
Fiat,47531,Petrol,Third Owner,346498
Toyota,19625,CNG,Forth & Above Owner,381108
Skoda,111886,Petrol,Forth & Above Owner,206889
Audi,76966,LPG,Third Owner,139054
Jaguar,178802,Petrol,Third Owner,389495
Mahindra,156334,LPG,Forth & Above Owner,359724
Fiat,148853,LPG,First Owner,490223
Jaguar,18910,LPG,Second Owner,221355
BMW,25246,Petrol,First Owner,271487
Volkswagen,57916,Diesel,Second Owner,441636
Volvo,33654,LPG,Third Owner,427531
Jaguar,199401,LPG,Third Owner,108213
Hyundai,199291,Diesel,Forth & Above Owner,326905
Kia,107883,CNG,Forth & Above Owner,425585
Skoda,79425,Petrol,First Owner,458760
Fiat,184960,Petrol,Third Owner,203506
Fiat,51109,LPG,Second Owner,333566
Toyota,141153,CNG,Third Owner,463617
Mahindra,121746,Petrol,Forth & Above Owner,133307
Jeep,138706,LPG,Forth & Above Owner,298439
Honda,171810,Diesel,First Owner,364639
BMW,115118,CNG,Forth & Above Owner,470953
Toyota,142172,Diesel,Second Owner,278025
TATA,50737,CNG,Second Owner,459588
Honda,17345,Petrol,Second Owner,322805
BMW,79032,Diesel,First Owner,372104
Mahindra,48251,Diesel,Forth & Above Owner,437665
Audi,26781,CNG,Second Owner,215366
Kia,100043,CNG,Second Owner,318842
Volvo,36385,CNG,First Owner,255164
Audi,187483,LPG,Forth & Above Owner,227869
Jaguar,106755,CNG,Third Owner,400098
Mahindra,56615,CNG,Second Owner,410192
BMW,185245,Diesel,Third Owner,371977
Volkswagen,188021,LPG,First Owner,402171
Toyota,63639,LPG,Third Owner,492361
Volvo,141399,Diesel,Second Owner,449903
Mahindra,29280,CNG,Second Owner,335002
Volvo,17719,Diesel,Second Owner,210517
BMW,165079,Petrol,Third Owner,215853
Mahindra,191869,LPG,First Owner,415931
Kia,139044,CNG,Forth & Above Owner,450721
Mahindra,177998,CNG,Forth & Above Owner,278334
Toyota,152727,CNG,Third Owner,234418
Fiat,181688,Diesel,Second Owner,472702
Jeep,80307,Petrol,Third Owner,486617
Volkswagen,164275,LPG,First Owner,191696
Audi,157728,LPG,Third Owner,276239
Mahindra,53815,LPG,Second Owner,207931
Mercedes,180062,CNG,Third Owner,394154
Mahindra,171868,CNG,Second Owner,336409
Fiat,61443,LPG,Third Owner,192041
Volvo,151744,Diesel,First Owner,146250
Jaguar,49077,CNG,Third Owner,167394
Mahindra,45150,Petrol,Third Owner,445372
Mercedes,103154,Diesel,Third Owner,316904
BMW,77533,Diesel,First Owner,235339
Audi,9120,Diesel,Third Owner,365732
Hyundai,80403,Diesel,First Owner,296887
Honda,98463,LPG,Forth & Above Owner,333601
Mahindra,121871,Diesel,Third Owner,436508
Toyota,144221,Petrol,Third Owner,276693
Fiat,82468,Diesel,Forth & Above Owner,293967
Honda,77065,Diesel,Third Owner,355421
Audi,98085,LPG,Third Owner,474980
Volvo,183014,LPG,Forth & Above Owner,404072
Mahindra,118803,Petrol,Third Owner,116507
Kia,166742,Petrol,First Owner,127357
Toyota,192156,Petrol,First Owner,436349
Volkswagen,167517,Diesel,Third Owner,145743
Skoda,56090,CNG,Third Owner,338304
Hyundai,49350,Petrol,Second Owner,497642
Honda,153887,Petrol,First Owner,456509
Volvo,48744,Petrol,Forth & Above Owner,466793
Jeep,23298,Diesel,Forth & Above Owner,483211
Skoda,145494,LPG,First Owner,311936
Hyundai,79747,CNG,Forth & Above Owner,292569
Jaguar,118686,Diesel,First Owner,151486
Audi,70042,Petrol,Third Owner,408349
Volkswagen,168522,Diesel,Second Owner,236017
TATA,186496,CNG,Third Owner,183057
Audi,6775,Petrol,Second Owner,383524
Jeep,72636,CNG,Second Owner,186447
Skoda,17299,LPG,First Owner,321273
Mahindra,37641,Diesel,Second Owner,252677
Audi,10001,Diesel,Third Owner,419026
Mahindra,152819,CNG,Second Owner,295983
Mercedes,89525,Petrol,Third Owner,297143
Mahindra,189916,LPG,Third Owner,219846
Toyota,88520,Diesel,First Owner,142637
Volvo,167030,Diesel,Forth & Above Owner,481419
Jaguar,96240,Diesel,First Owner,397081
Volkswagen,149629,CNG,Second Owner,163017
Mercedes,99573,LPG,Third Owner,369765
Skoda,142576,Petrol,First Owner,495098
Mahindra,102381,Diesel,Second Owner,322248
Jeep,42003,CNG,Second Owner,389648
Mahindra,25577,Petrol,First Owner,429885
Mahindra,165742,CNG,Forth & Above Owner,219331
Jaguar,137658,Diesel,Third Owner,393712
Mahindra,185041,Diesel,Third Owner,436457
Fiat,193890,Diesel,Second Owner,320434
Mercedes,182812,Diesel,Forth & Above Owner,320537
BMW,102853,LPG,Second Owner,106292
Volkswagen,53630,Diesel,Third Owner,168314
BMW,16480,CNG,Second Owner,185397
Volvo,41154,LPG,Forth & Above Owner,322433
Skoda,80450,CNG,Forth & Above Owner,443868
TATA,134595,Petrol,First Owner,354173
Skoda,66424,CNG,Forth & Above Owner,233972
Mercedes,25281,Diesel,First Owner,304383
TATA,72285,LPG,Third Owner,252794
BMW,77819,CNG,Forth & Above Owner,441394
BMW,109690,CNG,Second Owner,316417
Hyundai,129997,LPG,Second Owner,276511
Mercedes,144113,LPG,Forth & Above Owner,375707
Volkswagen,161113,Diesel,Third Owner,208186
Jaguar,25372,CNG,Forth & Above Owner,155204
Volvo,169283,CNG,Forth & Above Owner,236370
Mercedes,181341,Diesel,Second Owner,214124
Honda,9083,CNG,Second Owner,295487
BMW,76284,Diesel,First Owner,177734
Volvo,127628,Petrol,Third Owner,246907
Jaguar,100845,LPG,Second Owner,410031
BMW,97300,Petrol,First Owner,290107
Kia,146763,Diesel,Forth & Above Owner,444931
Mahindra,145762,CNG,Second Owner,164882
Volvo,116843,Diesel,Third Owner,145639
Volkswagen,116658,CNG,Third Owner,375565
Fiat,111746,Petrol,Forth & Above Owner,442385
Toyota,80826,LPG,Third Owner,431501
Jeep,136262,Petrol,Third Owner,406446
Volkswagen,28861,Petrol,Third Owner,431923
Honda,21987,Diesel,First Owner,333223
Kia,129908,Petrol,Second Owner,264298
Volkswagen,115344,LPG,Forth & Above Owner,309080
Kia,104467,Diesel,Forth & Above Owner,237725
Jaguar,42046,Petrol,First Owner,414285
Audi,199525,Diesel,First Owner,153156
Volvo,32957,Petrol,Third Owner,143646
Mahindra,192929,Diesel,Third Owner,368910
Mercedes,135684,Petrol,First Owner,379607
Audi,104025,Petrol,First Owner,171026
Kia,142487,LPG,Forth & Above Owner,485166
Kia,42239,Petrol,Second Owner,244147
Kia,134151,Petrol,Second Owner,336975
Mahindra,16457,CNG,Third Owner,445940
Hyundai,164877,LPG,Third Owner,381634
Toyota,128623,LPG,Second Owner,415706
Hyundai,73196,LPG,First Owner,212914
Toyota,134019,Petrol,Forth & Above Owner,436529
Kia,116833,Diesel,Third Owner,423772
Volkswagen,30015,LPG,Forth & Above Owner,147888
Volvo,134470,LPG,First Owner,193854
Volkswagen,183663,Diesel,Third Owner,180596
Honda,139507,CNG,Forth & Above Owner,266556
Hyundai,99584,Diesel,Third Owner,166363
Mercedes,33052,LPG,Second Owner,428449
Mercedes,25004,Diesel,First Owner,373703
Volkswagen,164081,LPG,Third Owner,335579
Jeep,176601,Diesel,Second Owner,125965
Jaguar,30694,Diesel,First Owner,499397
Kia,119097,LPG,Third Owner,438085
Hyundai,84230,CNG,Forth & Above Owner,364358
Honda,189922,LPG,Forth & Above Owner,201614
Jeep,78593,Diesel,Second Owner,165308
Jaguar,180747,CNG,Second Owner,432861
Volvo,18669,Petrol,Forth & Above Owner,150759
Jeep,6360,Diesel,First Owner,441944
Jeep,144633,Petrol,Third Owner,201935
TATA,169247,Diesel,Second Owner,487502
Skoda,41050,Petrol,First Owner,261532
TATA,117228,Petrol,First Owner,179901
Audi,62110,Petrol,First Owner,368776
Honda,74023,LPG,Forth & Above Owner,287148
Mahindra,142917,Petrol,Forth & Above Owner,107613
Volvo,120133,Diesel,Second Owner,159842
BMW,65075,CNG,Third Owner,325347
Jeep,177084,CNG,First Owner,472692
Mahindra,96767,CNG,Forth & Above Owner,136380
Volkswagen,101661,LPG,First Owner,300300
Volkswagen,22521,LPG,Second Owner,232980
Volvo,185307,CNG,Third Owner,433717
Honda,132119,LPG,Third Owner,275722
Hyundai,57401,LPG,Third Owner,372202
Skoda,54788,Petrol,First Owner,413656
Jaguar,131372,Diesel,Third Owner,269890
Mahindra,68883,Diesel,Third Owner,246871
Honda,94778,Diesel,First Owner,236856
Kia,23990,CNG,Second Owner,494876
Volkswagen,98194,Petrol,First Owner,282252
BMW,109263,LPG,Second Owner,484101
Fiat,133261,CNG,First Owner,365066
Audi,192069,Petrol,Third Owner,420917
Toyota,195838,CNG,First Owner,180532
Honda,127603,CNG,First Owner,256139
Skoda,166582,LPG,Second Owner,191169
Fiat,53103,CNG,Forth & Above Owner,176345
Mercedes,137662,CNG,Second Owner,223034
Audi,185596,Diesel,Third Owner,154864
Volvo,148036,CNG,Second Owner,484288
BMW,179884,Petrol,Third Owner,218846
Toyota,179927,Petrol,Second Owner,255951
Audi,179056,Diesel,First Owner,482426
Volvo,155746,Diesel,Forth & Above Owner,270502
Honda,96379,Petrol,Third Owner,306216
TATA,92978,Diesel,Forth & Above Owner,407544
Mahindra,25995,CNG,Second Owner,158631
Kia,158386,Petrol,First Owner,101938
Honda,139563,LPG,Second Owner,401575
Jeep,151461,Petrol,First Owner,161548
Jaguar,110624,CNG,Third Owner,395258
BMW,53250,Diesel,Forth & Above Owner,180886
Volvo,113822,CNG,First Owner,303336
Volkswagen,126167,Petrol,Forth & Above Owner,141749
Mercedes,43155,LPG,Second Owner,239740
Kia,25190,CNG,Third Owner,492656
Hyundai,8522,Petrol,First Owner,251296
Hyundai,158569,CNG,First Owner,225224
Audi,175841,Diesel,Forth & Above Owner,474328
Skoda,176149,CNG,Forth & Above Owner,386444
Honda,148815,CNG,Second Owner,423604
Fiat,26696,Diesel,Forth & Above Owner,222282
Fiat,67481,Petrol,First Owner,160750
BMW,123969,Diesel,First Owner,153882
Volkswagen,10583,Petrol,Second Owner,325046
Honda,19173,Petrol,Second Owner,195824
Skoda,199956,CNG,First Owner,218060
Jeep,65616,LPG,First Owner,432055
Hyundai,9355,CNG,Second Owner,245740
Mahindra,20089,CNG,Forth & Above Owner,394474
Honda,144887,CNG,Third Owner,267116
BMW,93211,Diesel,First Owner,280169
Volvo,181206,CNG,Third Owner,461127
Fiat,73554,Petrol,First Owner,229849
Jaguar,8925,CNG,First Owner,206735
Audi,87678,LPG,First Owner,139782
Honda,23975,LPG,Third Owner,285375
Audi,39522,Diesel,Forth & Above Owner,167272
Audi,77539,Diesel,Second Owner,176223
Volkswagen,5118,LPG,First Owner,446505
BMW,135854,CNG,Third Owner,189583
Hyundai,145588,Diesel,Forth & Above Owner,215745
Hyundai,133525,LPG,Forth & Above Owner,206237
TATA,107281,Diesel,Second Owner,442001
Jeep,171985,LPG,First Owner,151624
Hyundai,148428,LPG,Second Owner,227939
Audi,21144,Petrol,First Owner,136425
TATA,191470,Diesel,First Owner,191400
Jeep,172015,Petrol,Third Owner,204311
Jaguar,60909,LPG,First Owner,494975
Volkswagen,181410,Diesel,Third Owner,196248
Mahindra,59108,Petrol,Forth & Above Owner,227544
Mercedes,135013,LPG,Third Owner,421107
Toyota,102335,Diesel,First Owner,185464
BMW,189152,Diesel,Third Owner,374382
Volvo,113403,LPG,Forth & Above Owner,149744
Volkswagen,68038,Diesel,First Owner,126481
Jeep,101015,Petrol,First Owner,347216
Toyota,119900,CNG,Forth & Above Owner,294672
Jaguar,190325,Petrol,Second Owner,196832
Volvo,43496,Diesel,First Owner,395846
Jaguar,181919,Diesel,First Owner,123363
Honda,59844,Petrol,Third Owner,421852
Skoda,126537,Petrol,Third Owner,134305
Hyundai,86226,Diesel,Second Owner,499113
Mahindra,113389,Diesel,Second Owner,179311
BMW,18573,Diesel,Second Owner,430809
BMW,188102,Petrol,Forth & Above Owner,336708
Mahindra,122783,CNG,Second Owner,224052
Audi,14158,Petrol,Second Owner,476005
Toyota,115174,Petrol,First Owner,159604
Volvo,49731,LPG,First Owner,403099
Mercedes,51636,Petrol,Third Owner,166503
Mahindra,101814,Diesel,Second Owner,371311
Jaguar,110205,LPG,Forth & Above Owner,176631
Mahindra,180494,LPG,Third Owner,105663
Honda,105222,Petrol,Second Owner,118220
Volkswagen,140771,Petrol,Second Owner,365195
BMW,12917,Petrol,Second Owner,215892
Jaguar,147543,Petrol,Forth & Above Owner,156510
Jaguar,128973,Petrol,First Owner,404797
Hyundai,27319,LPG,First Owner,182085
Fiat,169206,LPG,Second Owner,135979
Mercedes,139419,Petrol,Forth & Above Owner,495130
Toyota,194248,LPG,First Owner,139608
Volvo,37208,LPG,First Owner,253918
Mercedes,24866,CNG,Forth & Above Owner,147361
Kia,145270,CNG,Forth & Above Owner,284338
Mercedes,86369,Petrol,Third Owner,279262
Toyota,108380,Petrol,Third Owner,324569
Jaguar,176836,Diesel,Forth & Above Owner,121934
Toyota,174545,Diesel,Forth & Above Owner,212677
Jeep,74082,Petrol,Third Owner,448789
Kia,198288,Petrol,Second Owner,326056
Toyota,168272,CNG,Third Owner,411789
TATA,197962,Diesel,First Owner,118745
Kia,134089,Petrol,Forth & Above Owner,452088
Toyota,79767,Diesel,Forth & Above Owner,287460
Fiat,142345,Diesel,Forth & Above Owner,345766
Volkswagen,144618,Petrol,Second Owner,136263
Kia,7704,Petrol,First Owner,289069
Volvo,63818,Petrol,First Owner,431967
Mahindra,84484,LPG,First Owner,306223
Honda,34580,CNG,Forth & Above Owner,191233
Mahindra,154412,LPG,First Owner,419629
Mahindra,163046,Diesel,Forth & Above Owner,352055
Mahindra,169692,Petrol,First Owner,344770
Mahindra,165547,Diesel,Third Owner,443621
Jeep,92143,CNG,First Owner,348896
Kia,38725,Diesel,Third Owner,231290
Skoda,158303,CNG,Third Owner,369689
Mercedes,44381,LPG,Forth & Above Owner,422244
Kia,68686,Petrol,Forth & Above Owner,155984
Honda,185128,Petrol,Second Owner,190723
Volkswagen,184638,CNG,Second Owner,213711
BMW,119697,LPG,First Owner,419654
Hyundai,59531,CNG,Second Owner,255385
BMW,101168,CNG,Third Owner,435367
TATA,52028,Petrol,Second Owner,276256
Honda,188298,Petrol,Forth & Above Owner,493037
Hyundai,65014,Diesel,Second Owner,112415
Fiat,6240,CNG,First Owner,251345
Audi,155252,Diesel,First Owner,333830
Volvo,133301,CNG,Second Owner,312311
TATA,155976,LPG,Third Owner,350692
Mercedes,199209,LPG,Second Owner,355785
Honda,118149,CNG,Second Owner,369804
BMW,152495,CNG,Second Owner,432442
Skoda,109887,Petrol,First Owner,126145
Toyota,85352,LPG,Third Owner,482883
Hyundai,134253,Petrol,Third Owner,498008
TATA,167075,Petrol,Second Owner,352128
Audi,182517,Petrol,Forth & Above Owner,422964
Jeep,100683,CNG,Second Owner,136980
Skoda,68331,CNG,First Owner,197735
BMW,181501,Diesel,Forth & Above Owner,499529
Jaguar,91493,CNG,Forth & Above Owner,244741
Kia,30703,CNG,Third Owner,253394
Jaguar,156107,CNG,First Owner,332963
Volkswagen,192777,CNG,Second Owner,236752
Fiat,160058,Petrol,Forth & Above Owner,112598
Kia,133826,LPG,Forth & Above Owner,245586
Toyota,60382,Diesel,Forth & Above Owner,356753
Mercedes,177839,CNG,First Owner,168222
Mercedes,89583,LPG,Third Owner,160643
Fiat,73930,Diesel,First Owner,492690
Volkswagen,195427,CNG,Second Owner,242087
BMW,157262,CNG,Second Owner,180071
Jeep,33845,Diesel,Second Owner,389571
Mahindra,158637,Petrol,Third Owner,206468
Toyota,68066,LPG,Third Owner,198980
Volvo,126069,LPG,Second Owner,477918
Hyundai,54300,CNG,Third Owner,213481
Skoda,55326,Diesel,Third Owner,490330
BMW,72437,LPG,Forth & Above Owner,420989
Jeep,5488,Diesel,Third Owner,280648
Hyundai,95753,Petrol,Forth & Above Owner,412817
Fiat,185733,CNG,Forth & Above Owner,267602
Hyundai,193705,Diesel,First Owner,284590
Fiat,119858,CNG,Third Owner,482251
Jeep,70896,LPG,Second Owner,178414
Mercedes,193823,Petrol,First Owner,457170
Kia,43019,CNG,First Owner,343298
Honda,177883,LPG,Third Owner,447500
Mahindra,82847,LPG,Forth & Above Owner,239700
Mercedes,135964,Petrol,Third Owner,322665
Audi,125365,Diesel,Forth & Above Owner,206548
Jeep,16661,CNG,Third Owner,273247
Mahindra,55026,CNG,Forth & Above Owner,352132
Toyota,134684,Diesel,Second Owner,194553
Fiat,115841,Petrol,First Owner,199380
Kia,85845,LPG,Second Owner,135712
Fiat,123912,CNG,Second Owner,273652
Mahindra,101622,Diesel,Second Owner,192627
Toyota,150988,Diesel,First Owner,321747
Jaguar,38552,CNG,First Owner,139539
BMW,13932,Diesel,Third Owner,223369
Volkswagen,137179,CNG,First Owner,232875
BMW,14263,LPG,Third Owner,312843
Fiat,65789,Diesel,Third Owner,102851
Jaguar,183148,Diesel,Forth & Above Owner,428209
Honda,78647,Diesel,First Owner,262990
TATA,59977,CNG,Second Owner,165899
Audi,197404,LPG,First Owner,281459
Mercedes,79937,Petrol,First Owner,182031
Kia,44282,CNG,First Owner,162665
Kia,170893,Petrol,First Owner,101484
Mercedes,9112,CNG,First Owner,443220
Volvo,64375,LPG,Third Owner,258454
Audi,136406,CNG,First Owner,205283
Hyundai,146162,Diesel,Third Owner,427135
Hyundai,87261,Diesel,Third Owner,207768
BMW,85209,LPG,Third Owner,304098
Audi,75568,LPG,First Owner,494969
Audi,63430,LPG,Second Owner,149391
Audi,105711,CNG,Third Owner,223674
Hyundai,58157,CNG,Second Owner,326718
TATA,18878,Petrol,Third Owner,132963
Kia,169308,LPG,First Owner,374973
Audi,55334,Diesel,Second Owner,215821
BMW,50775,Petrol,Forth & Above Owner,285167
Fiat,75563,Diesel,Third Owner,492810
Fiat,92899,LPG,Second Owner,401332
Toyota,69761,Petrol,First Owner,273196
Mercedes,142837,LPG,First Owner,405398
Fiat,147628,LPG,Third Owner,470447
Fiat,129036,CNG,Third Owner,359924
Fiat,31974,CNG,Second Owner,391403
Volvo,174824,Petrol,First Owner,209438
Jaguar,11098,Diesel,First Owner,320390
Skoda,77980,Diesel,Third Owner,486964
Audi,27202,CNG,First Owner,430100
Volkswagen,5179,Diesel,Forth & Above Owner,287501
Kia,194133,Petrol,Forth & Above Owner,257533
TATA,168815,LPG,Third Owner,455423
Mercedes,53176,LPG,Second Owner,331819
Toyota,189558,Diesel,Second Owner,485474
Toyota,153704,CNG,First Owner,292039
TATA,28349,LPG,Third Owner,167325
Jaguar,10172,Diesel,First Owner,227735
Toyota,46572,LPG,Third Owner,320440
Jeep,21453,LPG,Third Owner,224551
BMW,100138,LPG,Third Owner,103215
Volkswagen,139216,Petrol,First Owner,109711
TATA,176481,Petrol,Forth & Above Owner,136253
Skoda,35129,LPG,Second Owner,256783
Mercedes,93643,Diesel,First Owner,100389
Hyundai,54172,LPG,Forth & Above Owner,478316
Mercedes,20069,Diesel,Third Owner,116262
Fiat,110867,CNG,Third Owner,392839
Mahindra,154936,CNG,First Owner,104919
Jaguar,193904,Diesel,Third Owner,402334
TATA,151380,Petrol,First Owner,103504
Hyundai,104376,Diesel,First Owner,293747
Volkswagen,136850,Diesel,First Owner,419338
Jaguar,41957,LPG,Forth & Above Owner,178752
Volkswagen,18887,Petrol,Forth & Above Owner,356340
Skoda,93282,LPG,Third Owner,116214
Volvo,58152,Petrol,Second Owner,400672
Toyota,176279,LPG,Second Owner,216427
Toyota,140006,CNG,First Owner,303539
TATA,125680,CNG,First Owner,297213
Skoda,186653,Petrol,Third Owner,314552
Jeep,139996,CNG,Second Owner,195728
Volkswagen,100140,Petrol,Forth & Above Owner,295812
Jeep,153657,Diesel,Forth & Above Owner,248891
Mahindra,61643,LPG,Second Owner,311980
Audi,26045,Diesel,Third Owner,268329
BMW,100363,CNG,First Owner,226641
Hyundai,138284,LPG,Forth & Above Owner,437451
Skoda,13036,Petrol,Third Owner,418024
Skoda,93722,CNG,First Owner,365631
BMW,132402,Diesel,Second Owner,200844
Fiat,166253,Diesel,Second Owner,379866
Honda,142639,Diesel,Third Owner,114757
Fiat,165104,Diesel,Forth & Above Owner,448695
BMW,101027,Diesel,First Owner,157856
Volvo,173572,Petrol,Third Owner,152819
Mercedes,34530,Petrol,First Owner,131942
Fiat,68123,Diesel,Third Owner,244644
Kia,106955,Petrol,First Owner,458069
Audi,125593,Petrol,First Owner,301448
Toyota,117599,Petrol,Second Owner,185223
Jeep,74602,Petrol,Forth & Above Owner,143288
Toyota,48697,CNG,Third Owner,438018
Jeep,49108,Petrol,Forth & Above Owner,238925
Fiat,148687,Diesel,Forth & Above Owner,138074
Jaguar,15385,LPG,Second Owner,247230
Mercedes,150520,CNG,Second Owner,430336
Hyundai,29718,LPG,Forth & Above Owner,110938
Audi,179621,Diesel,Forth & Above Owner,219171
Fiat,85002,Petrol,Third Owner,243642
Skoda,178776,Petrol,Forth & Above Owner,249413
Skoda,14860,LPG,First Owner,312124
TATA,128997,Petrol,Forth & Above Owner,212138
Fiat,161600,CNG,Second Owner,252965
Jeep,95563,LPG,Second Owner,242326
Volkswagen,8606,CNG,First Owner,440150
Jeep,127525,Petrol,Second Owner,346894
Kia,176911,CNG,Third Owner,236578
Toyota,69041,Diesel,Forth & Above Owner,332987
Mercedes,176331,LPG,Forth & Above Owner,404692
